image_name,state,utime,date_part,federation_member
LT52160661997323CUB00,finished,2017-06-01 21:25:22.534157,1496352322.53416,experimento.manager.naf.lsd.ufcg.edu.br
LT52170662003283CUB00,running,2017-06-01 21:27:13.252748,1496352433.25275,manager.naf.ufscar.br
LT52150661995359CUB00,finished,2017-06-01 21:27:33.300925,1496352453.30093,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652009251CUB00,finished,2017-06-01 21:29:04.369553,1496352544.36955,manager.naf.ufscar.br
LT52170651984151CUB00,running,2017-06-01 21:29:15.593748,1496352555.59375,manager.naf.ufscar.br
LT52160662009084CUB00,finished,2017-06-01 21:31:15.892278,1496352675.89228,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662009285CUB00,finished,2017-06-01 21:33:16.692491,1496352796.69249,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994283CUB00,finished,2017-06-01 21:34:37.482933,1496352877.48293,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651998157CUB00,finished,2017-06-01 21:35:08.145502,1496352908.1455,manager.naf.ufscar.br
LT52170652010046CUB00,running,2017-06-01 21:35:19.31274,1496352919.31274,manager.naf.ufscar.br
LT52170662007070CUB00,finished,2017-06-01 21:39:19.804354,1496353159.80435,manager.naf.ufscar.br
LT52170662003331CUB00,running,2017-06-01 21:39:31.219993,1496353171.21999,manager.naf.ufscar.br
LT52160652008034CUB00,finished,2017-06-01 21:42:01.518086,1496353321.51809,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652004174CUB00,running,2017-06-01 21:46:04.714389,1496353564.71439,manager.naf.ufscar.br
LT52170652005064CUB00,finished,2017-06-01 21:47:35.988105,1496353655.98811,manager.naf.ufscar.br
LT52170652003347CUB00,running,2017-06-01 21:47:47.567358,1496353667.56736,manager.naf.ufscar.br
LT52150662008203CUB00,finished,2017-06-01 21:49:27.759105,1496353767.7591,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651999208CUB00,running,2017-06-01 21:52:30.121698,1496353950.1217,manager.naf.ufscar.br
LT52170652005128CUB00,finished,2017-06-01 22:03:51.389658,1496354631.38966,manager.naf.ufscar.br
LT52170651996232CUB00,running,2017-06-01 22:04:02.762569,1496354642.76257,manager.naf.ufscar.br
LT52170652004206CUB00,running,2017-06-01 22:08:14.756422,1496354894.75642,manager.naf.ufscar.br
LT52170651999208CUB00,running,2017-06-01 22:13:46.779952,1496355226.77995,manager.naf.ufscar.br
LT52170651984151CUB00,finished,2017-06-01 22:19:37.423006,1496355577.42301,manager.naf.ufscar.br
LT52170642009075CUB00,running,2017-06-01 22:22:29.928834,1496355749.92883,manager.naf.ufscar.br
LT52170652004206CUB00,running,2017-06-01 22:25:01.660701,1496355901.6607,manager.naf.ufscar.br
LT52170662003283CUB00,running,2017-06-01 22:25:33.521087,1496355933.52109,manager.naf.ufscar.br
LT52170652003347CUB00,running,2017-06-01 22:31:55.668437,1496356315.66844,manager.naf.ufscar.br
LT52170652005112CUB00,running,2017-06-01 22:32:57.449033,1496356377.44903,manager.naf.ufscar.br
LT52170652003331CUB00,running,2017-06-01 22:36:09.217095,1496356569.21709,manager.naf.ufscar.br
LT52170662003331CUB00,finished,2017-06-01 22:37:39.388839,1496356659.38884,manager.naf.ufscar.br
LT52170642009075CUB00,running,2017-06-01 22:37:50.980746,1496356670.98075,manager.naf.ufscar.br
LT52170652004174CUB00,finished,2017-06-01 22:39:51.186173,1496356791.18617,manager.naf.ufscar.br
LT52170642003187CUB00,finished,2017-06-01 22:40:01.936748,1496356801.93675,manager.naf.ufscar.br
LT52170642000211CUB00,running,2017-06-01 22:45:16.734612,1496357116.73461,manager.naf.ufscar.br
LT52170652005144CUB00,running,2017-06-01 22:45:36.776683,1496357136.77668,manager.naf.ufscar.br
LT52170652003347CUB00,running,2017-06-01 22:46:17.758457,1496357177.75846,manager.naf.ufscar.br
LT52170652004206CUB00,running,2017-06-01 22:48:07.929469,1496357287.92947,manager.naf.ufscar.br
LT52170652010094CUB00,finished,2017-06-01 22:49:48.105043,1496357388.10504,manager.naf.ufscar.br
LT52170652010110CUB00,finished,2017-06-01 22:52:39.17283,1496357559.17283,manager.naf.ufscar.br
LT52170651996232CUB00,finished,2017-06-01 22:54:20.111282,1496357660.11128,manager.naf.ufscar.br
LT52170662003283CUB00,finished,2017-06-01 22:57:01.158659,1496357821.15866,manager.naf.ufscar.br
LT52170641995309CUB00,finished,2017-06-01 23:08:23.868128,1496358503.86813,manager.naf.ufscar.br
LT52170652010046CUB00,finished,2017-06-01 23:16:35.377489,1496358995.37749,manager.naf.ufscar.br
LT52170652005112CUB00,finished,2017-06-01 23:24:47.925092,1496359487.92509,manager.naf.ufscar.br
LT52170652003331CUB00,finished,2017-06-01 23:27:40.188961,1496359660.18896,manager.naf.ufscar.br
LT52170652010030CUB00,running,2017-06-01 23:27:51.435936,1496359671.43594,manager.naf.ufscar.br
LT52170642009075CUB00,finished,2017-06-01 23:42:12.010771,1496360532.01077,manager.naf.ufscar.br
LT52170642000211CUB00,finished,2017-06-01 23:43:23.159543,1496360603.15954,manager.naf.ufscar.br
LT52170652005144CUB00,finished,2017-06-01 23:47:34.299098,1496360854.2991,manager.naf.ufscar.br
LT52160661994043CUB00,running,2017-06-01 23:56:25.656873,1496361385.65687,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 00:01:35.813588,1496361695.81359,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652010030CUB00,finished,2017-06-02 00:19:29.277684,1496362769.27768,manager.naf.ufscar.br
LT52160661994043CUB00,running,2017-06-02 00:23:30.547291,1496363010.54729,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651999208CUB00,running,2017-06-02 00:26:11.727782,1496363171.72778,manager.naf.ufscar.br
LT52160661994043CUB00,running,2017-06-02 00:43:13.160605,1496364193.1606,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662006133CUB00,running,2017-06-02 00:55:53.43646,1496364953.43646,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652009292CUB00,running,2017-06-02 00:57:53.497637,1496365073.49764,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662004240CUB00,running,2017-06-02 00:59:53.573858,1496365193.57386,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652010087CUB00,running,2017-06-02 01:03:54.804019,1496365434.80402,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662002026CUB00,running,2017-06-02 01:06:04.896848,1496365564.89685,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651989285CUB00,running,2017-06-02 01:10:05.088098,1496365805.0881,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652006316CUB00,running,2017-06-02 01:12:05.210868,1496365925.21087,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 01:14:05.338107,1496366045.33811,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 01:14:05.357326,1496366045.35733,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652009276CUB00,running,2017-06-02 01:14:05.370853,1496366045.37085,experimento.manager.naf.lsd.ufcg.edu.br
LT52150661994340CUB00,running,2017-06-02 01:16:15.520988,1496366175.52099,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000325CUB00,running,2017-06-02 01:18:15.703284,1496366295.70328,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651999208CUB00,finished,2017-06-02 01:20:05.865312,1496366405.86531,manager.naf.ufscar.br
LT52160661994187CUB00,running,2017-06-02 01:31:59.985716,1496367119.98572,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652005105CUB00,running,2017-06-02 01:32:00.003767,1496367120.00377,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 01:42:50.836816,1496367770.83682,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652003347CUB00,running,2017-06-02 01:43:30.913041,1496367810.91304,manager.naf.ufscar.br
LT52160662011218CUB00,running,2017-06-02 01:46:13.89249,1496367973.89249,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 02:02:16.59202,1496368936.59202,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652004206CUB00,running,2017-06-02 02:08:07.100358,1496369287.10036,manager.naf.ufscar.br
LT52160661994043CUB00,running,2017-06-02 02:15:59.784023,1496369759.78402,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 02:32:33.428987,1496370753.42899,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652009276CUB00,finished,2017-06-02 02:32:33.447969,1496370753.44797,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 02:32:44.989168,1496370764.98917,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651989285CUB00,finished,2017-06-02 02:39:15.553108,1496371155.55311,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 02:39:27.195939,1496371167.19594,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652010087CUB00,finished,2017-06-02 02:42:37.486169,1496371357.48617,experimento.manager.naf.lsd.ufcg.edu.br
LT52150661999194CUB00,running,2017-06-02 02:42:49.540607,1496371369.54061,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662002026CUB00,finished,2017-06-02 02:44:59.754598,1496371499.7546,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662004064CUB00,running,2017-06-02 02:45:11.467015,1496371511.46702,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662006133CUB00,finished,2017-06-02 02:46:31.577231,1496371591.57723,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651993040CUB00,running,2017-06-02 02:46:44.895334,1496371604.89533,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651991051CUB00,running,2017-06-02 02:46:54.907068,1496371614.90707,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 02:50:06.624323,1496371806.62432,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652006316CUB00,finished,2017-06-02 02:50:06.635587,1496371806.63559,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 02:50:18.126572,1496371818.12657,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652009292CUB00,finished,2017-06-02 02:51:28.227377,1496371888.22738,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651996161CUB00,running,2017-06-02 02:51:39.972396,1496371899.9724,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641984343CUB00,running,2017-06-02 02:54:01.741591,1496372041.74159,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662004240CUB00,finished,2017-06-02 02:54:11.778193,1496372051.77819,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 02:54:23.197973,1496372063.19797,experimento.manager.naf.lsd.ufcg.edu.br
LT52150661994340CUB00,finished,2017-06-02 03:03:43.969457,1496372623.96946,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651990096CUB00,running,2017-06-02 03:03:56.05922,1496372636.05922,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641986140CUB00,running,2017-06-02 03:03:56.078184,1496372636.07818,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 03:07:37.734122,1496372857.73412,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 03:08:49.055256,1496372929.05526,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000325CUB00,finished,2017-06-02 03:11:19.276148,1496373079.27615,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 03:11:30.584117,1496373090.58412,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651991339CUB00,running,2017-06-02 03:12:20.665798,1496373140.6658,experimento.manager.naf.lsd.ufcg.edu.br
LT52160662009276CUB00,running,2017-06-02 03:21:32.646383,1496373692.64638,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 03:22:32.742101,1496373752.7421,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652005105CUB00,finished,2017-06-02 03:24:12.915961,1496373852.91596,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652005009CUB00,running,2017-06-02 03:24:24.210616,1496373864.21062,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652009132CUB00,running,2017-06-02 03:25:45.591495,1496373945.5915,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652003347CUB00,running,2017-06-02 03:26:15.652435,1496373975.65244,manager.naf.ufscar.br
LT52150662000197CUB00,running,2017-06-02 03:26:36.740672,1496373996.74067,experimento.manager.naf.lsd.ufcg.edu.br
LT52170642003331CUB00,running,2017-06-02 03:29:57.095532,1496374197.09553,manager.naf.ufscar.br
LT52160662011218CUB00,finished,2017-06-02 03:33:17.453208,1496374397.45321,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 03:33:28.273565,1496374408.27357,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662005290CUB00,running,2017-06-02 03:39:59.750898,1496374799.7509,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 03:40:30.578956,1496374830.57896,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651991202CUB00,running,2017-06-02 03:42:50.827428,1496374970.82743,manager.naf.ufscar.br
LT52170652004334CUB00,running,2017-06-02 03:45:01.078753,1496375101.07875,manager.naf.ufscar.br
LT52170641995085CUB00,running,2017-06-02 03:52:01.892722,1496375521.89272,manager.naf.ufscar.br
LT52150662000197CUB00,running,2017-06-02 03:52:22.518353,1496375542.51835,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641984343CUB00,finished,2017-06-02 03:54:13.476736,1496375653.47674,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 03:54:24.080783,1496375664.08078,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 03:54:24.094219,1496375664.09422,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008043CUB00,running,2017-06-02 03:59:54.781929,1496375994.78193,manager.naf.ufscar.br
LT52150662006117CUB00,running,2017-06-02 04:07:56.50895,1496376476.50895,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652003347CUB00,running,2017-06-02 04:08:56.648555,1496376536.64856,manager.naf.ufscar.br
LT52170652005096CUB00,running,2017-06-02 04:08:56.664,1496376536.664,manager.naf.ufscar.br
LT52150662000197CUB00,running,2017-06-02 04:10:37.174562,1496376637.17456,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652005304CUB00,running,2017-06-02 04:10:57.237134,1496376657.23713,manager.naf.ufscar.br
LT52160661994187CUB00,running,2017-06-02 04:11:37.515102,1496376697.5151,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641986140CUB00,finished,2017-06-02 04:11:47.557645,1496376707.55765,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 04:11:57.760585,1496376717.76059,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652009059CUB00,running,2017-06-02 04:11:57.779441,1496376717.77944,manager.naf.ufscar.br
LT52160651991051CUB00,finished,2017-06-02 04:12:07.798688,1496376727.79869,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652004206CUB00,running,2017-06-02 04:12:17.929869,1496376737.92987,manager.naf.ufscar.br
LT52160652009164CUB00,running,2017-06-02 04:12:17.943152,1496376737.94315,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652009155CUB00,running,2017-06-02 04:14:58.352271,1496376898.35227,manager.naf.ufscar.br
LT52150662005242CUB00,running,2017-06-02 04:24:19.893637,1496377459.89364,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651993040CUB00,finished,2017-06-02 04:24:19.908151,1496377459.90815,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 04:24:30.008134,1496377470.00813,experimento.manager.naf.lsd.ufcg.edu.br
LT52160662011266CUB00,running,2017-06-02 04:25:20.313814,1496377520.31381,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662004064CUB00,finished,2017-06-02 04:29:51.003403,1496377791.0034,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 04:30:01.118027,1496377801.11803,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651990096CUB00,finished,2017-06-02 04:30:11.156896,1496377811.1569,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996081CUB00,running,2017-06-02 04:30:21.452209,1496377821.45221,experimento.manager.naf.lsd.ufcg.edu.br
LT52150661999194CUB00,finished,2017-06-02 04:30:31.473123,1496377831.47312,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651996161CUB00,finished,2017-06-02 04:30:31.577504,1496377831.5775,experimento.manager.naf.lsd.ufcg.edu.br
LT52150661996298CUB00,running,2017-06-02 04:30:31.679239,1496377831.67924,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 04:30:41.695208,1496377841.69521,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994107CUB00,running,2017-06-02 04:30:41.712356,1496377841.71236,experimento.manager.naf.lsd.ufcg.edu.br
LT52170661995085CUB00,running,2017-06-02 04:31:41.98727,1496377901.98727,manager.naf.ufscar.br
LT52170642003331CUB00,finished,2017-06-02 04:37:32.869394,1496378252.86939,manager.naf.ufscar.br
LT52170652004206CUB00,running,2017-06-02 04:37:43.028128,1496378263.02813,manager.naf.ufscar.br
LT52160661999105CUB00,running,2017-06-02 04:38:53.361611,1496378333.36161,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651991202CUB00,finished,2017-06-02 04:41:03.683349,1496378463.68335,manager.naf.ufscar.br
LT52170661996248CUB00,running,2017-06-02 04:41:13.822643,1496378473.82264,manager.naf.ufscar.br
LT52160662009276CUB00,finished,2017-06-02 04:42:13.973849,1496378533.97385,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 04:42:24.120383,1496378544.12038,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652004334CUB00,finished,2017-06-02 04:42:34.189766,1496378554.18977,manager.naf.ufscar.br
LT52170651995133CUB00,running,2017-06-02 04:42:44.305529,1496378564.30553,manager.naf.ufscar.br
LT52160651996177CUB00,running,2017-06-02 04:44:14.663929,1496378654.66393,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995149CUB00,running,2017-06-02 04:47:45.309063,1496378865.30906,manager.naf.ufscar.br
LT52160661994187CUB00,running,2017-06-02 04:48:05.464367,1496378885.46437,experimento.manager.naf.lsd.ufcg.edu.br
LT52160651991339CUB00,finished,2017-06-02 04:52:06.067973,1496379126.06797,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 04:52:16.208181,1496379136.20818,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652003347CUB00,running,2017-06-02 04:55:16.768349,1496379316.76835,manager.naf.ufscar.br
LT52150662003189CUB00,running,2017-06-02 04:56:37.113497,1496379397.1135,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652005096CUB00,finished,2017-06-02 05:00:17.667194,1496379617.66719,manager.naf.ufscar.br
LT52170652004206CUB00,running,2017-06-02 05:00:27.773017,1496379627.77302,manager.naf.ufscar.br
LT52150662000197CUB00,running,2017-06-02 05:01:48.082244,1496379708.08224,experimento.manager.naf.lsd.ufcg.edu.br
LT52170641995085CUB00,finished,2017-06-02 05:03:18.328506,1496379798.32851,manager.naf.ufscar.br
LT52170651995165CUB00,running,2017-06-02 05:03:28.488246,1496379808.48825,manager.naf.ufscar.br
LT52170661995085CUB00,finished,2017-06-02 05:04:18.634143,1496379858.63414,manager.naf.ufscar.br
LT52170651995181CUB00,running,2017-06-02 05:04:28.769531,1496379868.76953,manager.naf.ufscar.br
LT52160652009132CUB00,finished,2017-06-02 05:05:18.912859,1496379918.91286,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 05:05:29.037334,1496379929.03733,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652009059CUB00,finished,2017-06-02 05:06:39.234635,1496379999.23464,manager.naf.ufscar.br
LT52170651995213CUB00,running,2017-06-02 05:06:49.374525,1496380009.37453,manager.naf.ufscar.br
LT52170652005304CUB00,finished,2017-06-02 05:09:39.948351,1496380179.94835,manager.naf.ufscar.br
LT52150662007040CUB00,running,2017-06-02 05:09:40.068334,1496380180.06833,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995309CUB00,running,2017-06-02 05:09:50.100192,1496380190.10019,manager.naf.ufscar.br
LT52170652009155CUB00,finished,2017-06-02 05:11:50.402626,1496380310.40263,manager.naf.ufscar.br
LT52170651999304CUB00,running,2017-06-02 05:12:00.566711,1496380320.56671,manager.naf.ufscar.br
LT52170661996248CUB00,finished,2017-06-02 05:15:01.00743,1496380501.00743,manager.naf.ufscar.br
LT52170652000035CUB00,running,2017-06-02 05:15:11.12874,1496380511.12874,manager.naf.ufscar.br
LT52160661994043CUB00,running,2017-06-02 05:15:31.307914,1496380531.30791,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652008249CUB00,running,2017-06-02 05:17:51.785262,1496380671.78526,manager.naf.ufscar.br
LT52150662000197CUB00,running,2017-06-02 05:19:32.16616,1496380772.16616,experimento.manager.naf.lsd.ufcg.edu.br
LT52160652005009CUB00,finished,2017-06-02 05:24:52.977774,1496381092.97777,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 05:25:03.096677,1496381103.09668,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008171CUB00,running,2017-06-02 05:33:14.432096,1496381594.4321,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 05:33:44.720415,1496381624.72042,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 05:33:44.735115,1496381624.73512,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995149CUB00,finished,2017-06-02 05:38:45.48801,1496381925.48801,manager.naf.ufscar.br
LT52170652004206CUB00,running,2017-06-02 05:38:55.627159,1496381935.62716,manager.naf.ufscar.br
LT52160652009164CUB00,finished,2017-06-02 05:38:55.640466,1496381935.64047,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662008043CUB00,finished,2017-06-02 05:38:55.766244,1496381935.76624,manager.naf.ufscar.br
LT52160661994107CUB00,running,2017-06-02 05:39:05.913927,1496381945.91393,experimento.manager.naf.lsd.ufcg.edu.br
LT52170661986348CUB00,running,2017-06-02 05:39:05.962592,1496381945.96259,manager.naf.ufscar.br
LT52150662007200CUB00,running,2017-06-02 05:39:26.144112,1496381966.14411,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662005290CUB00,finished,2017-06-02 05:41:46.492172,1496382106.49217,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 05:41:56.61756,1496382116.61756,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662005226CUB00,running,2017-06-02 05:47:47.61084,1496382467.61084,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995133CUB00,finished,2017-06-02 05:49:47.892158,1496382587.89216,manager.naf.ufscar.br
LT52170651996040CUB00,running,2017-06-02 05:49:58.042532,1496382598.04253,manager.naf.ufscar.br
LT52150662005242CUB00,finished,2017-06-02 05:53:08.519206,1496382788.51921,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 05:53:18.643576,1496382798.64358,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,running,2017-06-02 05:53:28.787863,1496382808.78786,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995213CUB00,finished,2017-06-02 05:55:49.117507,1496382949.11751,manager.naf.ufscar.br
LT52170651996104CUB00,running,2017-06-02 05:55:59.253582,1496382959.25358,manager.naf.ufscar.br
LT52170651995165CUB00,finished,2017-06-02 05:56:29.450202,1496382989.4502,manager.naf.ufscar.br
LT52160661994043CUB00,running,2017-06-02 05:56:39.568885,1496382999.56889,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651996136CUB00,running,2017-06-02 05:56:39.588676,1496382999.58868,manager.naf.ufscar.br
LT52160661996081CUB00,finished,2017-06-02 06:00:20.164037,1496383220.16404,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 06:00:30.292263,1496383230.29226,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651995181CUB00,finished,2017-06-02 06:04:50.954266,1496383490.95427,manager.naf.ufscar.br
LT52170651999304CUB00,finished,2017-06-02 06:05:01.073442,1496383501.07344,manager.naf.ufscar.br
LT52170651996152CUB00,running,2017-06-02 06:05:01.189365,1496383501.18936,manager.naf.ufscar.br
LT52150661996298CUB00,finished,2017-06-02 06:05:01.225487,1496383501.22549,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651996184CUB00,running,2017-06-02 06:05:11.326304,1496383511.3263,manager.naf.ufscar.br
LT52160661996017CUB00,running,2017-06-02 06:07:41.896639,1496383661.89664,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652008249CUB00,finished,2017-06-02 06:08:01.959172,1496383681.95917,manager.naf.ufscar.br
LT52170651995309CUB00,finished,2017-06-02 06:08:12.096723,1496383692.09672,manager.naf.ufscar.br
LT52170651996200CUB00,running,2017-06-02 06:08:12.249454,1496383692.24945,manager.naf.ufscar.br
LT52170651996248CUB00,running,2017-06-02 06:08:22.267902,1496383702.2679,manager.naf.ufscar.br
LT52160651996177CUB00,finished,2017-06-02 06:08:32.307857,1496383712.30786,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 06:08:42.422501,1496383722.4225,experimento.manager.naf.lsd.ufcg.edu.br
LT52170651996296CUB00,running,2017-06-02 06:09:42.5786,1496383782.5786,manager.naf.ufscar.br
LT52160662011266CUB00,finished,2017-06-02 06:10:52.76398,1496383852.76398,experimento.manager.naf.lsd.ufcg.edu.br
LT52170652000035CUB00,finished,2017-06-02 06:11:42.947183,1496383902.94718,manager.naf.ufscar.br
LT52170651996312CUB00,running,2017-06-02 06:11:53.064298,1496383913.0643,manager.naf.ufscar.br
LT52150662006117CUB00,finished,2017-06-02 06:12:53.223358,1496383973.22336,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 06:15:13.731644,1496384113.73164,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661999105CUB00,finished,2017-06-02 06:16:44.046226,1496384204.04623,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 06:24:05.394495,1496384645.3945,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,running,2017-06-02 06:24:05.408751,1496384645.40875,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 06:24:15.439471,1496384655.43947,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662003189CUB00,finished,2017-06-02 06:29:36.259441,1496384976.25944,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994187CUB00,running,2017-06-02 06:44:39.021928,1496385879.02193,experimento.manager.naf.lsd.ufcg.edu.br
LT52150662000197CUB00,running,2017-06-02 06:44:39.093219,1496385879.09322,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661994043CUB00,running,2017-06-02 06:44:39.105519,1496385879.10552,experimento.manager.naf.lsd.ufcg.edu.br
LT52160661996017CUB00,running,2017-06-02 06:44:39.115224,1496385879.11522,experimento.manager.naf.lsd.ufcg.edu.br
